GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Gila pandora,http://www.fishtraits.info/,freshwater,North America,Rio Grande chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18,1.5,5,6322,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-8.6,31.2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,TRUE,FALSE,TRUE,TRUE,FALSE,O
Gila pulchra,fishbase,freshwater,North America,Conchos chub,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,DD,NA,NA,NA,NA,NA,NA
Gila purpurea,http://www.fishtraits.info/,freshwater,North America,Yaqui chub,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,14,1,3,3000,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gila robusta,http://www.fishtraits.info/,freshwater,North America,roundtail chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,43,2,9,45125,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-9.1,26.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,VU,TRUE,FALSE,TRUE,FALSE,FALSE,O
Gila seminuda,fishbase,freshwater,North America,Virgin chub,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,EN,TRUE,FALSE,TRUE,TRUE,TRUE,O
Glossogobius circumspectus,fishbase.de,"freshwater, brackish","Asia, Oceania",Circumspect goby,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Glossogobius giuris,fishbase.de,amphidromous ,Africa to Oceania,Tank goby,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,50,NA,NA,"335,034",FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gobiesox juniperoserrai,fishbase,freshwater,North America,Peninsular clingfish,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,CR,TRUE,FALSE,TRUE,TRUE,TRUE,U
Gobiomorphus coxii,fishbase,potamodromous ,Australia,Cox's gudgeon,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gobiomorus dormitor,fishbase.de,amphidromous ,"Atlantic, North America",Bigmouth sleeper,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gobiomorus maculatus,fishbase.de,"freshwater, brackish",North and South America,Pacific sleeper,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Hephaestus jenkinsi,fishbase,freshwater,Australia,western sooty grunter,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Herichthys carpintis,fishbase,freshwater,North America,Lowland cichlid,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Herichthys cyanoguttatus,fishbase,freshwater,North America,Rio Grande cichlid,,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,30,NA,NA,500,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,NA,FALSE,NA,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Herichthys minckleyi,fishbase,freshwater,North America,Minkley's cichlid,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,EN,TRUE,FALSE,TRUE,TRUE,TRUE,O
Hesperoleucus symmetricus,http://www.fishtraits.info/,freshwater,North America,California roach,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,6,2000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,34.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Hubbsina turneri,fishbase,freshwater,North America,Highland splitfin,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,CR,TRUE,FALSE,FALSE,TRUE,TRUE,O
Hucho taimen,"fishbase, IUCN",potamodromous ,Eurasia,taimen,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,200,5,30,"44,000",FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,VU,TRUE,TRUE,FALSE,TRUE,FALSE,O
Hybognathus amarus,http://www.fishtraits.info/,freshwater,North America,Rio Grande silvery minnow,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8.2,1.5,5,3000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.7,30.4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,TRUE,TRUE,FALSE,O
Hybognathus hankinsoni,http://www.fishtraits.info/,freshwater,North America,brassy minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,9.7,2,3,2500,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-17.9,28.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Hybognathus placitus,http://www.fishtraits.info/,freshwater,North America,plains minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,1,2,4134,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-10.8,32.7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,TRUE,FALSE,FALSE,FALSE,FALSE,O
Hyporhamphus regularis,fishbase,freshwater,Australia,river garfish,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37,NA,7,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Hyporhamphus rosae,fishbase.de,"marine, freshwater, brackish","Pacific, North America",California halfbeak,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,DD,NA,NA,NA,NA,NA,O
Hypseleotris aurea,"fishbase, IUCNredlist.org",freshwater,Australia,golden carp gudgeon,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Hypseleotris compressa,"fishbase, fishes of australia",freshwater,Australia,empire gudgeon,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"3,150",TRUE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Hysterocarpus traskii,http://www.fishtraits.info/,"freshwater, brackish",North America,tule perch,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,1.5,3,60,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,2.9,34.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ictalurus furcatus,http://www.fishtraits.info/,freshwater,North America,blue catfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,165,5,20,50000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-2.2,34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ictalurus lupus,http://www.fishtraits.info/,freshwater,North America,headwater catfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,37,3,9,4000,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1.4,36.4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,DD,TRUE,FALSE,FALSE,TRUE,FALSE,O
Ictalurus pricei,http://www.fishtraits.info/,freshwater,North America,Yaqui catfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,3.5,10,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Ictalurus punctatus,http://www.fishtraits.info/,freshwater,North America,channel catfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,132,3.5,10,10600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.5,32.4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ictiobus bubalus,http://www.fishtraits.info/,freshwater,North America,smallmouth buffalo,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,112,2,17.5,525000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-4.6,33.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ictiobus cyprinellus,http://www.fishtraits.info/,freshwater,North America,bigmouth buffalo,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,123,3,15,750000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,31.7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ictiobus niger,http://www.fishtraits.info/,freshwater,North America,black buffalo,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,123,2.5,24,600000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.4,31.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Iotichthys phlegethontis,http://www.fishtraits.info/,freshwater,North America,least chub,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,1,3,2700,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.4,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Lampetra geminis,fishbase,freshwater,North America,Mexican brook lamprey,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.8,3,4,3460,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Lampetra pacifica,fishbase,freshwater,North America,Pacific brook lamprey,,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,NE,NA,NA,NA,NA,NA,NA
Lampetra richardsoni,http://www.fishtraits.info/,freshwater,North America,western brook lamprey,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,6,7,3700,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lampetra tridentata,http://www.fishtraits.info/,anadromous ,North Pacific,Pacific lamprey,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,76,5,6,238400,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NE,TRUE,TRUE,FALSE,FALSE,FALSE,O
Lates calcarifer,fishbase.de,brackish,Australia,Barramundi,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,200,3,5,"47,700,000",FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lavinia exilicauda,http://www.fishtraits.info/,freshwater,North America,hitch,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36,2.5,6,63000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.6,33.6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lavinia symmetricus,fishbase,freshwater,North America,California roach,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lebiasina bimaculata,fishbase,freshwater,North America,Twospot lebiasina,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NE,NA,NA,NA,NA,NA,NA
Leiopotherapon aheneus,fishbase.de,freshwater,Oceania,Fortescue Grunter,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NT,TRUE,FALSE,FALSE,TRUE,TRUE,O
Leiopotherapon unicolor,fishbase.de,freshwater,Oceania,Spangled perch,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31,1,NA,94169,TRUE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepidomeda albivallis,http://www.fishtraits.info/,freshwater,North America,White River spinedace,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12.5,NA,9,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,-10.4,29.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,CR,TRUE,FALSE,FALSE,FALSE,TRUE,O
Lepidomeda aliciae,fishbase,freshwater,North America,Southern leatherside chub,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,FALSE,VU,TRUE,FALSE,TRUE,TRUE,FALSE,O
Lepidomeda altivelis,http://www.fishtraits.info/,freshwater,North America,Pahranagat spinedace,,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,,FALSE,NA,-4.8,38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EX,TRUE,FALSE,FALSE,FALSE,TRUE,C
Lepidomeda copei,fishbase,freshwater,North America,Northern leatherside chub,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TR,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NT,TRUE,FALSE,TRUE,TRUE,FALSE,O
Lepidomeda mollispinis,http://www.fishtraits.info/,freshwater,North America,Virgin spinedace,spinedace,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,1,3,12000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.8,35.3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,VU,TRUE,FALSE,FALSE,TRUE,FALSE,O
Lepidomeda vittata,http://www.fishtraits.info/,freshwater,North America,Little Colorado spinedace,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,1,3,3200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.5,30.1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,FALSE,FALSE,O
Lepisosteus oculatus,http://www.fishtraits.info/,freshwater,North America,spotted gar,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,112,3.5,18,22000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-0.1,33.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
